rec_id,first_name,last_name,gender,dob,city,health_id,national_id
rec-00000207-aaa-0,Nyongesa,Kiplangat,Female,20110528,Nakuru,022-585-5299,199507162909779
rec-00000208-aaa-0,David,Mokua,Male,19910817,Nairobi,011-432-9196,200503222666553
rec-00000208-bbb-0,Dakvis,Mockua,,,,011-432-9196,200503222666553
rec-00000208-bbb-1,,Mokkua,Male,19910817,,011-432-9197,"2,39050325226666E+016"
rec-00000209-aaa-0,Nduta,Ruto,Male,20000312,Kerugoya/Kutus,011-654-3710,199807038995309
rec-00000210-aaa-0,Donald,Mutiso,Male,20011123,Nairobi,011-114-0333,199807175252782
rec-00000211-aaa-0,Jesca,Odhiambo,Female,19971226,Oyugis,033-640-4216,199206055483493
rec-00000212-aaa-0,Wanjala,Murithi,Male,20061012,Nairobi,011-568-4171,200110049961666
rec-00000213-aaa-0,Emmanuel,Dahir,Male,20021112,Rongo,057-977-8414,200407103909675
rec-00000213-bbb-0,Eomanuel,Dkahir,,20021112,,057-977-8414,2004071503909675
rec-00000213-bbb-1,Emmanuek,Dahi,,20021112,,057-977-8414,
rec-00000214-aaa-0,Kenneth,Omondi,Male,20021011,Nairobi,046-754-7052,199402141669938
rec-00000214-bbb-0,Kebneth,Omondi,,20021011,,046-754-705q,
rec-00000214-bbb-1,Kenneth,Otmondi,Male,,,046-755-y052,
rec-00000215-aaa-0,George,Kosgei,Male,19940627,Kisumu,091-828-5995,199612248272611
rec-00000216-aaa-0,Susan,Yego,Female,19990930,Limuru,011-112-0193,200008145749855
rec-00000217-aaa-0,Faith,Wambui,Female,20040302,Maralal,091-785-1035,199708175459967
rec-00000217-bbb-0,Fay,Wmabui,,20040302,,091-785-1p35,199708175459967
rec-00000217-bbb-1,Fait,Wambuy,,20p40301,Maralal,091-785-1035,
rec-00000218-aaa-0,John,Mwangi,Male,19891221,Maralal,022-794-3879,200201176878431
rec-00000219-aaa-0,James,Ndege,Male,19970123,Kangundo-Tala,011-111-0168,199404235539835
rec-00000220-aaa-0,Mary,Kiboi,Female,19981128,Mombasa,098-111-9825,199904176762984
rec-00000221-aaa-0,Teresia,Wambui,Female,20110721,Kericho,047-627-8040,199712216510445
rec-00000222-aaa-0,Jerop,Chumo,Female,19931214,Burnt Forest,011-114-1381,200901219551072
rec-00000223-aaa-0,Kiprotich,Ndirangu,Male,20030912,Mombasa,022-107-4196,198201135163261
rec-00000224-aaa-0,Ernest,Muiruri,Male,20051227,Nairobi,091-491-0650,200011089460932
rec-00000224-bbb-0,Ernest,Muirury,Male,,,091-591-0650,
rec-00000225-aaa-0,Peter,Muli,Male,20040201,Nairobi,034-301-5874,199604012053414
rec-00000226-aaa-0,Kemuma,Njeru,Female,20011224,Karuri,011-533-6036,199603044519011
rec-00000226-bbb-0,Kema,Njeru,Female,200q1224,,011-633-6036,
rec-00000227-aaa-0,Mary,Kosgei,Female,20031118,Kendu Bay,022-330-8970,199107216433887
rec-00000228-aaa-0,Gregory,Mbiti,Male,20030107,Mombasa,034-199-8462,199406168949574
rec-00000228-bbb-0,Grekory,Mbiti,,20030107,,,
rec-00000228-bbb-1,Grekory,Mbiti,Male,,,034-19o-8462,
rec-00000229-aaa-0,Mulwa,Njeru,Male,19980518,Mombasa,011-114-7508,200405294766722
rec-00000229-bbb-0,Mula,,Male,19980517,,011-114-7508,
rec-00000230-aaa-0,Chebet,Maina,Female,19910804,Nairobi,091-483-8075,199903109865095
rec-00000231-aaa-0,Moses,Ogola,Male,19980128,Kimilili,034-048-7889,200011040647983
rec-00000232-aaa-0,Mary,Wangui,Female,20021010,Nairobi,022-042-6598,199009033782667
rec-00000232-bbb-0,Mardi,Wanguy,,20021010,Nairobi,022-042-5598,
rec-00000232-bbb-1,Mie,Wanui,,,Nairobi,022-042-6598,1099009033782667
rec-00000233-aaa-0,Kennedy,Hassan,Male,20010218,Awasi,091-141-9992,199404200700088
rec-00000233-bbb-0,,Hassan,,200q0218,,091-141-9992,189404200700p88
rec-00000233-bbb-1,,Hasssb,Male,20010118,,091-141-9992,
rec-00000234-aaa-0,Dolphine,Mutheu,Female,19901128,Nakuru,011-114-3551,199705061598081
rec-00000234-bbb-0,Dolpine,Mutheu,,,Nakuru,011-11r-3r51,
rec-00000235-aaa-0,Janet,Muchoki,Female,20101219,Nairobi,033-230-3461,199512284891242
rec-00000236-aaa-0,Bonface,Kiptoo,Male,20011218,Nairobi,011-114-8719,198802083727076
rec-00000236-bbb-0,Bnface,,,20011218,Nairobi,011-114-8729,19880208377076
rec-00000237-aaa-0,Sharon,Ouma,Female,19960401,Isiolo,011-652-1146,200111184924279
rec-00000237-bbb-0,Saron,Ouja,,,Isiolo,011-652-1146,
rec-00000237-bbb-1,Saroj,Ouja,,1996o401,Isiolo,011-652-1146,200121184294279
rec-00000238-aaa-0,Lillian,Titus,Female,19910512,Nairobi,011-655-5931,200211224988346
rec-00000239-aaa-0,Jimale,Murage,Male,19950613,Nairobi,046-169-3389,199911031610847
rec-00000240-aaa-0,Eunice,Chirchir,Female,19960510,Luanda,011-651-8010,199906254904711
rec-00000241-aaa-0,Kennedy,Mutai,Male,19980706,Litein,011-651-3772,200303071357764
rec-00000242-aaa-0,Omar,Nyaga,Male,20030802,Mwingi,025-869-4808,199504158666051
rec-00000243-aaa-0,Moreen,Wambui,Female,20060824,Nairobi,011-654-1484,199901153951049
rec-00000244-aaa-0,Jane,Okello,Female,20020713,Ahero,091-126-1192,200510195667665
rec-00000244-bbb-0,can,Ooekllo,Female,20020713,,091-12y-1192,
rec-00000244-bbb-1,Jan,Ockello,,20020713,Ahero,,
rec-00000245-aaa-0,Leila,Mutua,Female,19980716,Ruiru,011-112-7045,200503010350452
rec-00000246-aaa-0,Philomena,Maina,Female,20030920,Nairobi,011-112-9591,199909254300347
rec-00000247-aaa-0,Kerubo,Otieno,Female,20080921,Awasi,011-337-5805,200004050702504
rec-00000248-aaa-0,Dennis,Mueni,Male,19980619,Mombasa,058-936-1408,200204011681485
rec-00000249-aaa-0,Sharon,Kibet,Female,19960911,Kamulu,091-756-5216,198701238599279
rec-00000250-aaa-0,Cynthia,Muli,Female,19890703,Matuu,011-652-0255,199502295975332
rec-00000251-aaa-0,Samuel,Chirchir,Male,20070309,Nairobi,091-429-3491,200308041442738
rec-00000251-bbb-0,Sauel,Chirxhir,,,,091-429-3491,200308041442738
rec-00000252-aaa-0,Sarah,Ochieng,Female,20061110,Yala,011-298-0743,199210279745651
rec-00000252-bbb-0,Sarsb,,Female,20061110,,,
rec-00000253-aaa-0,Mary,Wanja,Female,20011016,Machakos,011-655-6735,200411096397169
rec-00000254-aaa-0,Salome,Njoroge,Female,20030309,Makuyu,011-114-3439,200105076531324
rec-00000255-aaa-0,Rose,Chumba,Female,20020407,Mbita Point,011-512-1245,200310168731759
rec-00000256-aaa-0,Joseph,Juma,Male,20010829,Homa Bay,091-476-8628,199804111034646
rec-00000256-bbb-0,,Jiua,Male,20010829,,091-476-i628,
rec-00000257-aaa-0,Michael,Akoth,Male,19981126,Oyugis,011-654-9195,200411287590821
rec-00000258-aaa-0,Mohamud,Owino,Female,20080124,Kapsabet,011-287-4517,199610290822735
rec-00000259-aaa-0,Salma,Kiprotich,Female,19980205,Embu,011-651-5541,199908157571374
rec-00000260-aaa-0,Linda,Mutuku,Female,20020708,Eldama Ravine,098-119-3928,198701216295805
rec-00000260-bbb-0,Linta,Mutuku,,,Eldama Ravine,,
rec-00000261-aaa-0,Catherine,Bare,Female,20041124,Ruiru,034-664-2668,199911100516115
rec-00000261-bbb-0,Catyerine,Bars,,,Ruiru,034-664-2568,199911100516115
rec-00000261-bbb-1,Cadherine,,Female,20041124,,034-664-2568,
rec-00000262-aaa-0,William,Kosgei,Male,19920219,Kericho,098-119-2668,200707245099863
rec-00000263-aaa-0,Terry,Kathure,Female,20060713,Ugunja,011-112-6746,200311084222358
rec-00000263-bbb-0,Trr7,Kathurr,,20060713,Ugunja,011-112-y746,
rec-00000263-bbb-1,Trrry,Kathure,,,,011-112-6746,
rec-00000264-aaa-0,Brian,Wekesa,Male,19980830,Nairobi,011-655-6321,200707020289972
rec-00000265-aaa-0,Nicholus,Chelagat,Male,19990101,Wundanyi,011-654-1133,199509280250799
rec-00000265-bbb-0,Nicolus,Chelagat,,19090101,,011-654-113w,199509280250799
rec-00000266-aaa-0,Athman,Hassan,Male,20100423,Nairobi,011-654-6554,200010112926722
rec-00000266-bbb-0,Athman,Hassah,Male,,,011-654-6r54,20001011xq9206722
rec-00000267-aaa-0,Gladys,Safari,Female,20050422,Mombasa,011-655-9309,200606249393622
rec-00000267-bbb-0,Gladwy,Safari,Female,200t0422,,011-655-93o9,2006062493953622
rec-00000268-aaa-0,Simon,Munene,Male,19961217,Tabaka,034-275-9456,199606102599411
rec-00000269-aaa-0,Ali,Omondi,Male,19940428,Nyamira,034-531-0685,199710227628256
rec-00000269-bbb-0,Ali,Omondi,,,,034-531-0t85,
rec-00000270-aaa-0,John,Omondi,Male,20010819,Kendu Bay,011-360-8442,200210276745754
rec-00000271-aaa-0,Felix,Muhonja,Male,20000710,Mandera,091-687-4021,200712195952414
rec-00000272-aaa-0,Purity,Odhiambo,Female,20000912,Naivasha,058-246-1210,200004306527068
rec-00000273-aaa-0,Kimathi,Kibet,Female,19990215,Ruiru,011-112-1204,200811084426771
rec-00000274-aaa-0,Fredrick,Nyakundi,Male,20010917,Nairobi,046-203-3128,199104180857371
rec-00000274-bbb-0,Fretriuk,Nyakunvi,Male,,Nairobi,,199104189857371
rec-00000274-bbb-1,,Niakundi,,,,046-203-3128,199104180857371
rec-00000275-aaa-0,Brian,Mutai,Male,20050224,Mombasa,011-258-3719,199606143182306
rec-00000276-aaa-0,Philip,Mburu,Male,19940530,Kisumu,022-852-8839,200306064395224
rec-00000276-bbb-0,,Mbury,,19940530,Kisumu,,200306064395234
rec-00000276-bbb-1,Pgiio,Mubru,,,,022-852-8839,200306064395224
rec-00000277-aaa-0,Joseph,Otieno,Male,20040501,Londiani,058-223-4588,199304116059145
rec-00000278-aaa-0,Moses,Chepngetich,Male,19990817,Siaya,011-651-5739,199901308553475
rec-00000279-aaa-0,Wanjiku,Ndungu,Female,19890613,Juja,091-443-1180,199912200020787
rec-00000279-bbb-0,Wnajomu,Ndunhu,,19890613,,,199912200020787
rec-00000280-aaa-0,Dorcas,Otieno,Female,19910704,Nairobi,011-655-7041,200506183454398
rec-00000280-bbb-0,Dorczj,Otiejo,,19910704,Nairobi,,
rec-00000280-bbb-1,Domrcqd,Otieno,Female,19010704,,,
rec-00000281-aaa-0,Maina,Ahmed,Female,19970901,Kericho,047-672-7030,200201036808846
rec-00000281-bbb-0,,Ahmed,,,,047-672-70e0,200201036808846
rec-00000281-bbb-1,Maina,,,,,047-672-7030,
rec-00000282-aaa-0,Muiruri,Achieng,Female,19941213,Mlolongo,011-655-6482,199905110342462
rec-00000283-aaa-0,Beatrice,Auma,Male,19971114,Juja,057-388-7199,199309082264227
rec-00000283-bbb-0,Beta5ice,Aqma,,19971114,,057-388-7199,199309082264q27
rec-00000284-aaa-0,Brian,Ouma,Male,20061120,Nakuru,011-544-1732,200503274033166
rec-00000285-aaa-0,David,Wangari,Male,20040122,Ruai,011-114-6724,199706214853302
rec-00000286-aaa-0,Peter,Njuguna,Male,19971211,Muhoroni,011-654-8471,199607034981513
rec-00000287-aaa-0,Suleiman,Waweru,Male,20060223,Kisumu,011-540-7127,200004014491553
rec-00000287-bbb-0,Suliman,,Male,,,011-540-7127,
rec-00000287-bbb-1,Sulehmsn,,,20060223,,,200004014491553
rec-00000288-aaa-0,Margaret,Kalume,Female,19980525,Kitui,011-307-8211,199611013223026
rec-00000288-bbb-0,Reda,Kalim,,19980525,,011-307-8211,
rec-00000288-bbb-1,Margatet,Kalum,Female,19980525,,011-307-8221,
rec-00000289-aaa-0,Leah,Adhiambo,Female,20001102,Nairobi,058-313-6752,201105151743125
rec-00000289-bbb-0,Lekj,Adhyambo,,20001q02,,058-313-6752,201105151743125
rec-00000290-aaa-0,Samuel,Achieng,Male,20010426,Maragua,058-338-1062,200811120272548
rec-00000291-aaa-0,Jemimah,Ngui,Female,19970207,Ukunda,011-652-5858,199212072523953
rec-00000292-aaa-0,Stanley,Karuga,Male,19990629,Kisumu,011-371-5149,199603154238729
rec-00000292-bbb-0,Stanlsy,Karuka,Male,,,011-371-5149,1996031542387269
rec-00000293-aaa-0,Wanjiru,Kiptum,Female,20010612,Ugunja,033-519-4270,200704048628719
rec-00000294-aaa-0,Felix,Simiyu,Male,20021029,Chuka,057-756-5137,200712252090073
rec-00000294-bbb-0,Feli,Simiyhu,Male,,Chuka,056-756-5137,
rec-00000295-aaa-0,Eunice,Adhiambo,Female,19940311,Bungoma,034-387-7877,200306253551832
rec-00000295-bbb-0,Eunise,Adiambo,Female,19940311,,034-387-y877,
rec-00000295-bbb-1,,,,199r0311,Bungoma,034-387-7877,20030653551832
rec-00000296-aaa-0,Saumu,Wangari,Female,19960524,Wajir,034-103-4494,200308269130422
rec-00000297-aaa-0,Sheila,Wakhungu,Female,20030801,Nyamira,091-770-1965,199103125385059
rec-00000297-bbb-0,Sheilv,Wakhunku,,20030801,Nyamira,091-7y0-1965,19910312385059
rec-00000298-aaa-0,Dorothy,Mwaura,Female,19980717,Nairobi,033-485-8639,200405091404164
rec-00000299-aaa-0,David,Toroitich,Male,20021121,Nakuru,091-695-0099,200411012463123
rec-00000300-aaa-0,Antony,Nduati,Male,19950610,Nairobi,034-391-2950,200309109691702
rec-00000300-bbb-0,,Ntuayi,Male,19950610,,,2043091109691702
rec-00000300-bbb-1,ntony,Ndiati,,19950610,,034-391-2950,
rec-00000301-aaa-0,Esther,Katana,Female,19971104,Mumias,046-277-4029,199501101020221
rec-00000301-bbb-0,Estthe5,Katana,,19971104,,,
rec-00000302-aaa-0,Brian,Aden,Male,19940417,Nairobi,011-651-8394,200004142667134
rec-00000303-aaa-0,Caroline,Charo,Female,19971116,Mombasa,011-258-7210,200002280129602
rec-00000304-aaa-0,Wanjiku,Kibet,Female,19930711,Molo,011-652-9088,200902134576655
rec-00000305-aaa-0,Stephen,Waweru,Male,19951017,Naivasha,091-838-0678,199712219256969
rec-00000306-aaa-0,Jennifer,Mawira,Female,20031023,Nairobi,047-116-2324,200412076420594
rec-00000307-aaa-0,Japhet,Nyawira,Male,20050113,Nairobi,047-428-0006,200408219536054
rec-00000308-aaa-0,Dorcus,Wekesa,Female,20000207,Nairobi,098-119-5446,199802217174559
rec-00000308-bbb-0,Doahkud,Wekesa,Female,20000307,,,
rec-00000309-aaa-0,Mercy,Ombati,Female,20080828,Nairobi,011-651-0311,200909290919676
rec-00000309-bbb-0,Mercy,Ombadi,Female,,,011-65q-0311,
rec-00000309-bbb-1,Mrcey,Ombati,,20080928,Nairobi,,
rec-00000310-aaa-0,Mwanzia,Odera,Female,20030202,Nairobi,098-111-2830,199604161434176
rec-00000311-aaa-0,Elizabeth,Muthoni,Female,19970702,Kisii,034-807-0863,199611066003201
rec-00000312-aaa-0,Edwin,Munyua,Male,20010910,Ngong,057-908-6100,199509100187079
rec-00000313-aaa-0,Nekesa,Mohamed,Female,19980617,Chuka,011-655-9372,199706087425298
rec-00000313-bbb-0,Nekesa,Moamet,Female,199806q7,,011-655-o372,1997d608742r29u
rec-00000314-aaa-0,Dickson,Wangari,Male,20000927,Lodwar,011-465-7326,199307094547825
rec-00000314-bbb-0,Dixon,Walari,,20000927,Lodwar,,
rec-00000315-aaa-0,Ann,Koskei,Female,20021107,Nairobi,011-654-6469,199701178007033
rec-00000315-bbb-0,An,Koski,,20021107,Nairobi,011-t54-6469,99701178007033
rec-00000316-aaa-0,Gladys,Nkirote,Female,19960324,Nairobi,011-112-8241,199909288580155
rec-00000317-aaa-0,Salim,Mutiso,Female,20091028,Garissa,011-111-8619,200005051335385
rec-00000317-bbb-0,,Mutiso,,20091028,,,2000051335385
rec-00000318-aaa-0,Rael,Odhiambo,Female,20060704,Nairobi,058-787-6773,199411098939758
rec-00000318-bbb-0,Raek,Odhyambo,,20060704,,,199411098939758
rec-00000319-aaa-0,Kibet,Muinde,Male,20081214,Kiambu,058-389-5282,200106090346849
rec-00000319-bbb-0,Kibet,,,,,058-389-5282,
rec-00000319-bbb-1,Kibe6,Muindx,Male,20081314,,058-389-5282,
rec-00000320-aaa-0,Dorcas,Ibrahim,Female,20010112,Karuri,011-655-3581,200109099150095
rec-00000320-bbb-0,Dorcaj,Iprahim,,20020112,Karuri,011-655-3581,
rec-00000321-aaa-0,Fatuma,Karanja,Female,19930417,Nakuru,011-111-0050,200501192071771
rec-00000322-aaa-0,Benard,Muthama,Male,19981102,Ngong,011-651-3986,200003281873122
rec-00000322-bbb-0,Benad,Mfuthama,Male,,,011-651-3986,2400i3281873122
rec-00000322-bbb-1,Benard,uMthama,,,Ngong,011-651-3987,200003281783122
rec-00000323-aaa-0,Fardowsa,Cheruiyot,Male,19990807,Nairobi,011-530-5715,199007288145105
rec-00000324-aaa-0,Alice,Njuguna,Female,20050630,Nambale,057-188-1307,199312248780705
rec-00000325-aaa-0,Joseph,Gatwiri,Male,19990616,Nakuru,091-672-9346,199507135003508
rec-00000326-aaa-0,Hussein,Odhiambo,Male,19930925,Kangundo-Tala,034-510-9730,200512050600976
rec-00000326-bbb-0,,Odiampo,Male,19930925,,03e-510-9730,20051205060076
rec-00000327-aaa-0,Muriithi,Yegon,Female,20020830,Mombasa,098-119-2417,200509189655989
rec-00000328-aaa-0,Omar,Mongare,Male,19940529,Ongata Rongai,011-114-1239,199403050127339
rec-00000329-aaa-0,Mutua,Mbithi,Male,20100224,Ngong,011-111-5971,199507192190909
rec-00000330-aaa-0,Christine,Odhiambo,Female,20120903,Athi River (Mavoko),025-474-8700,200007171756503
rec-00000331-aaa-0,Sheila,Wanje,Female,20030614,Nairobi,098-111-4137,200005280877578
rec-00000332-aaa-0,Dennis,Mohamed,Male,19960503,Kisumu,011-112-7386,199605207634867
rec-00000332-bbb-0,Dennist,Moamed,Male,19969503,,011-112-7386,
rec-00000332-bbb-1,,Mohamed,,,,,199605207634867
rec-00000333-aaa-0,Rotich,Kangethe,Male,20070112,Mombasa,091-191-5398,200109306329176
rec-00000333-bbb-0,otif,,,20070112,Mombasa,,20019306329176
rec-00000334-aaa-0,Fatuma,Onyango,Female,19970223,Nairobi,091-106-4743,199605099800728
rec-00000335-aaa-0,Mohamed,Bundi,Male,19930811,Juja,011-654-1048,200404041448914
rec-00000336-aaa-0,Philip,Maina,Male,20001120,Vihiga,011-111-0398,199912077819181
rec-00000337-aaa-0,Vincent,Mutheu,Male,20070328,Nyeri,098-119-5760,200106169312625
rec-00000338-aaa-0,Oscar,Kimeu,Male,20011114,Nairobi,011-652-7660,200404147679501
rec-00000338-bbb-0,Oscar,Kimeu,,,,011-642-7660,
rec-00000338-bbb-1,Oscar,Kimeu,,,,,200404q47679501
rec-00000339-aaa-0,Christine,Wambui,Female,19980105,Malava,011-357-3007,199806212049814
rec-00000340-aaa-0,Kennedy,Wanjala,Male,20051213,Limuru,058-909-7348,200309194203042
rec-00000340-bbb-0,Kenjnedyck,Wanjaka,Male,,Limuru,058-i09-7348,200409194203924
rec-00000340-bbb-1,Kenneti,Wanjala,,,,058-909-7348,
rec-00000341-aaa-0,Caroline,Jelagat,Female,20040914,Ngong,011-651-1128,199901291394345
rec-00000342-aaa-0,Hadija,Ahmed,Female,19950730,Nairobi,011-218-6972,199808157656272
rec-00000343-aaa-0,Abdullahi,Wanzala,Male,20051209,Nairobi,011-294-0752,199408054092436
rec-00000344-aaa-0,Abigael,Kibet,Female,19941105,Bungoma,098-111-8995,199308285133981
rec-00000345-aaa-0,Caroline,Bonaya,Female,19971007,Nakuru,011-245-0612,200307275561789
rec-00000346-aaa-0,Patrick,Kazungu,Male,20060930,Nakuru,034-751-7644,198706282451256
rec-00000347-aaa-0,Samson,Ngeno,Male,20001203,Kilifi,098-111-9263,200508054603131
rec-00000348-aaa-0,Margaret,Njuguna,Female,20060617,Juja,098-111-3752,199707098721075
rec-00000349-aaa-0,Abdiaziz,Mohamed,Female,19960203,Bondo,047-926-9145,199903015381756
rec-00000350-aaa-0,Kioko,Muia,Male,20020502,Nyahururu,011-654-2204,199711141487935
rec-00000351-aaa-0,Fartun,Evans,Male,19970117,Eldama Ravine,058-311-7469,199806193873077
rec-00000352-aaa-0,Judith,Maina,Female,19960502,Ruai,098-111-2475,201304259427184
rec-00000353-aaa-0,Lucy,Otieno,Female,19920602,Mwingi,011-462-8778,199103024296559
rec-00000354-aaa-0,Kelvin,Sifuna,Male,20000808,Ruiru,091-118-0292,199709198271159
rec-00000355-aaa-0,Fatuma,Musau,Female,20040726,Rumuruti,091-643-7111,199910114070676
rec-00000355-bbb-0,Fatuma,Musau,,2004p726,,091-643-u111,
rec-00000356-aaa-0,Ezekiel,Mohamed,Male,20040328,Wajir,091-460-2628,199808221643743
rec-00000357-aaa-0,Grace,Njeri,Female,20010625,Nakuru,011-651-3453,199604200639103
rec-00000357-bbb-0,Grx,Njeri,,,,011-651-3453,19960420039103
rec-00000358-aaa-0,Mustafa,Keitany,Female,20021030,Nairobi,091-883-0218,199102088098169
rec-00000358-bbb-0,,Keitany,Female,,,,
rec-00000359-aaa-0,Mutie,Kipruto,Female,19990105,Kilifi,011-651-3174,199611151258209
rec-00000360-aaa-0,Thomas,Adhiambo,Male,20020409,Maragua,011-114-2327,200607034684441
rec-00000361-aaa-0,Kiplagat,Koech,Male,19960206,Kapenguria,047-511-8500,199504247727463
rec-00000362-aaa-0,Naom,Kyalo,Female,19991130,Nairobi,011-590-4650,199811209916517
rec-00000362-bbb-0,Naom,Kyalo,,,,011-590-e650,
rec-00000363-aaa-0,Caroline,Waswa,Female,20060728,Nairobi,011-111-7879,199711262796987
rec-00000364-aaa-0,Asha,Nzioki,Female,20000428,Mandera,011-419-8478,201701046691985
rec-00000364-bbb-0,tAsha,Nzioki,Female,200o0418,,011-e19-8478,
rec-00000364-bbb-1,sAha,Nzioki,,20000428,,011-419-847i,
rec-00000365-aaa-0,Martha,Maina,Female,20040422,Nanyuki,011-114-4327,201205155362335
rec-00000365-bbb-0,Martha,Maona,Female,,,012-114-4327,
rec-00000366-aaa-0,Shukri,Yussuf,Male,20060624,Juja,046-747-7987,200212228620627
rec-00000366-bbb-0,Shukri,Yussjf,,,,046-747-7987,
rec-00000366-bbb-1,Shuckry,Yussuf,Male,,,046-747-798u,
rec-00000367-aaa-0,Cynthia,Kiprop,Female,20060129,Nakuru,091-161-3349,200105126952174
rec-00000367-bbb-0,Cynthoa,Kiprop,,20060129,,09q-161-3349,
rec-00000368-aaa-0,Victor,Juma,Male,20050802,Kendu Bay,011-308-3963,200301227039565
rec-00000369-aaa-0,Nicholus,Achieng,Male,20060402,Siaya,022-876-9515,199806045114251
rec-00000370-aaa-0,Angela,Mwangi,Female,20020704,Thika,022-028-5921,199901228466279
rec-00000371-aaa-0,Erick,Ali,Male,19970122,Thika,057-111-9331,199509258945974
rec-00000372-aaa-0,Eunice,Odera,Female,19940701,Kilifi,022-395-4926,200505068678098
rec-00000372-bbb-0,Eunic,Otera,,19940701,,,200505068678098
rec-00000372-bbb-1,Eunicei,Odera,,19940701,,,20050506868098
rec-00000373-aaa-0,Harrison,Joseph,Male,19870213,Nairobi,011-654-2112,199812217177314
rec-00000374-aaa-0,Samuel,Mutuku,Male,19970602,Matuu,047-786-9585,200505094827791
rec-00000375-aaa-0,Hamdi,Omondi,Male,19870224,Maragua,011-409-7368,199906037603776
rec-00000375-bbb-0,,Oomntij,Male,19870224,,011-409-736i,
rec-00000375-bbb-1,,Omondy,,19870224,,011-409-7368,
rec-00000376-aaa-0,Achieng,Wanjiku,Female,19870624,Wote,091-121-2070,199611181695415
rec-00000377-aaa-0,John,Kangethe,Male,19970629,Rongo,011-114-3887,200207070022316
rec-00000378-aaa-0,Joyce,Omar,Female,19980905,Mwingi,022-645-5006,200204273376183
rec-00000379-aaa-0,Peter,Sifuna,Male,20011214,Nairobi,011-112-0967,200105049145317
rec-00000380-aaa-0,Mwanamisi,Kioko,Female,20030909,Wundanyi,091-613-2191,199703076720902
rec-00000381-aaa-0,Mourine,Mohamed,Female,20060220,Bungoma,091-871-6458,199906071202195
rec-00000381-bbb-0,Mburkne,Mohamet,,20060220,,091-871-6458,199906071201295
rec-00000381-bbb-1,Mourine,,Female,2006022p,,081-861-6458,
rec-00000382-aaa-0,Stephen,Jillo,Male,20080424,Nairobi,091-449-4212,199801260912802
rec-00000383-aaa-0,Lydia,Kiptoo,Female,19980503,Karuri,034-106-0379,200702235222371
rec-00000383-bbb-0,Lydiy,Kiptoo,,,,034-106-0379,2800702235q2237
rec-00000384-aaa-0,Hillary,Ooko,Male,20050926,Burnt Forest,033-258-2846,199205019043937
rec-00000384-bbb-0,,Oocko,,20050926,Burnt Forest,,
rec-00000385-aaa-0,Kelvin,Ali,Male,20091101,Burnt Forest,091-792-7120,200804170489594
rec-00000385-bbb-0,Kelfin,Aly,,20091101,Burnt Forest,,
rec-00000386-aaa-0,Ronald,Wanjiku,Male,20050907,Ngong,011-111-3989,198707295754067
rec-00000386-bbb-0,Ronakt,Wanxgku,,20050907,,011-121-e989,198707295754067
rec-00000387-aaa-0,Maureen,Ndiwa,Female,19921213,Nyamira,011-299-6822,198702034308594
rec-00000388-aaa-0,Veronica,Nyabuto,Female,19950214,Nairobi,011-652-6575,200105048733836
rec-00000389-aaa-0,Emma,Muteti,Female,20140127,Nairobi,011-294-1124,200305173349171
rec-00000390-aaa-0,Eliud,Kiprop,Male,19971213,Karuri,011-655-8948,199910094650577
rec-00000391-aaa-0,Hassan,Njiru,Female,19960725,Nairobi,098-119-8902,201005083424881
rec-00000392-aaa-0,Caroline,Kalama,Female,20030510,Kisumu,091-798-0031,200103234394292
rec-00000393-aaa-0,Christopher,Maritim,Male,19970512,Nairobi,011-233-0624,199706085090583
rec-00000394-aaa-0,Francis,Muinde,Male,19930101,Mtwapa,034-190-8400,199603224714333
rec-00000394-bbb-0,Fracist,Muinte,Male,,,034-190-8400,99603224714333
rec-00000394-bbb-1,Francis,Muinde,,,,034-190-8500,19960324714333
rec-00000395-aaa-0,Moses,Jama,Male,20000221,Nakuru,011-464-7917,199205077121938
rec-00000395-bbb-0,,,,20000221,,011-464-7917,19920507711938
rec-00000396-aaa-0,Carlos,Chepkorir,Male,19901028,Kipkelion,091-474-5976,199303067871999
rec-00000397-aaa-0,Mohamed,Gitonga,Male,19980511,Nairobi,091-788-3596,200506013815931
rec-00000398-aaa-0,Alice,Ziro,Female,20000426,Nairobi,047-121-5839,200506197026869
rec-00000398-bbb-0,Alic,Ziro,Female,,,047-121-58e9,
rec-00000398-bbb-1,,Ziro,Female,,,0e7-122-5839,
rec-00000399-aaa-0,Peter,Mati,Male,19980818,Meru,011-112-9902,199612038101189
rec-00000400-aaa-0,Collins,Awadh,Male,19950726,Iten/Tambach,022-570-5656,199910239116436
rec-00000401-aaa-0,Joseph,Abdi,Male,19980913,Mwingi,011-210-8728,200110058302709
rec-00000402-aaa-0,Moses,Kiprotich,Male,20021112,Makuyu,058-402-5441,200308266708832
rec-00000403-aaa-0,Ian,Obara,Male,20050504,Nairobi,011-652-5414,200206083078611
rec-00000404-aaa-0,Silas,Kinyanjui,Male,19941028,Nairobi,011-112-0281,200106283967458
rec-00000405-aaa-0,Moses,Wambugu,Male,20000217,Limuru,033-898-9697,200006227800952
rec-00000406-aaa-0,Cynthia,Masha,Female,20010925,Kapsabet,091-762-6847,199808127323199
rec-00000407-aaa-0,Leonard,Ouma,Male,19980627,Malakisi,091-188-0774,200106076876779
rec-00000408-aaa-0,Penina,Chelimo,Female,19980826,Molo,091-707-0470,200502086128926
